fnum;f_id;aj;bnr;ba;koorx;koory;ahc;dec;d1;d2;dh2;htot;kag;ic1;ic2;ic3;ic4;ic5;ic6;bem;cond;fid_bid;fid_bid_aj;ahc_dec
CHOR01;1;2012;104;101;34.1;18.1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_104;1_104;1_104_2012;44
CHOR01;1;2006;105;411;34.9;16.8;1;1;100;95;NA;NA;NA;3;2;2;5;6;4;;1_104;1_105;1_105_2006;11
CHOR01;1;2012;105;411;34.9;16.8;1;1;135;160;NA;NA;NA;3;1;2;5;6;4;;1_105;1_105;1_105_2012;11
CHOR01;1;2006;106;101;34.5;12;1;1;410;405;NA;NA;NA;1;1;1;4;4;6;;1_105;1_106;1_106_2006;11
CHOR01;1;2012;106;101;34.5;12;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_106;1_106;1_106_2012;44
CHOR01;1;2006;107;101;38.3;19.3;1;1;478;470;NA;NA;NA;1;2;1;5;4;6;S0;1_106;1_107;1_107_2006;11
CHOR01;1;2012;107;101;38.3;19.3;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_107;1_107;1_107_2012;44
CHOR01;1;2006;108;411;39.8;12.5;1;1;91;90;NA;NA;NA;3;3;3;5;6;4;G5;1_107;1_108;1_108_2006;11
CHOR01;1;2012;108;411;39.8;12.5;1;1;120;115;NA;NA;NA;3;1;2;5;6;4;;1_108;1_108;1_108_2012;11
CHOR01;1;2006;109;101;40.3;13.8;1;1;405;360;NA;NA;NA;1;1;1;4;4;6;;1_108;1_109;1_109_2006;11
CHOR01;1;2012;109;101;40.3;13.8;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_109;1_109;1_109_2012;44
CHOR01;1;2006;110;121;40.7;14.6;2;2;428;415;NA;NA;NA;1;2;2;5;5;6;F2;1_109;1_110;1_110_2006;22
CHOR01;1;2006;111;101;45;19.8;1;1;240;240;NA;NA;NA;1;2;2;5;5;6;;1_110;1_111;1_111_2006;11
CHOR01;1;2012;111;101;45;19.8;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_111;1_111;1_111_2012;44
CHOR01;1;2006;112;101;46.3;13.8;1;1;409;400;NA;NA;NA;1;1;1;4;4;6;;1_111;1_112;1_112_2006;11
CHOR01;1;2012;112;101;46.3;13.8;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_112;1_112;1_112_2012;44
CHOR01;1;2006;113;101;45.8;10.9;1;1;375;392;NA;NA;NA;1;1;1;4;4;6;;1_112;1_113;1_113_2006;11
CHOR01;1;2012;113;101;45.8;10.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_113;1_113;1_113_2012;44
CHOR01;1;2006;114;101;47.3;10.6;1;1;337;347;NA;NA;NA;1;1;1;4;4;6;;1_113;1_114;1_114_2006;11
CHOR01;1;2012;114;101;47.3;10.6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_114;1_114;1_114_2012;44
CHOR01;1;2006;115;101;51.5;12.1;1;1;390;410;NA;NA;NA;1;2;1;4;4;6;S0, S4;1_114;1_115;1_115_2006;11
CHOR01;1;2012;115;101;51.5;12.1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_115;1_115;1_115_2012;44
CHOR01;1;2006;116;101;54;15.7;1;1;496;439;NA;NA;NA;1;1;1;4;4;6;;1_115;1_116;1_116_2006;11
CHOR01;1;2012;116;101;54;15.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_116;1_116;1_116_2012;44
CHOR01;1;2006;117;411;55.2;18.3;1;1;62;71;NA;NA;NA;3;2;2;5;6;4;;1_116;1_117;1_117_2006;11
CHOR01;1;2012;117;411;55.2;18.3;1;1;90;95;NA;NA;NA;3;3;2;5;6;4;G21;1_117;1_117;1_117_2012;11
CHOR01;1;2006;118;411;55.2;18.4;1;1;55;52;NA;NA;NA;3;2;3;5;6;4;;1_117;1_118;1_118_2006;11
CHOR01;1;2012;118;411;55.2;18.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_118;1_118;1_118_2012;44
CHOR01;1;2006;119;101;58.1;18.2;1;1;377;360;NA;NA;NA;1;1;1;4;4;6;;1_118;1_119;1_119_2006;11
CHOR01;1;2012;119;101;58.1;18.2;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_119;1_119;1_119_2012;44
CHOR01;1;2006;120;101;56.9;12.6;1;1;337;320;NA;NA;NA;1;2;2;5;4;6;G2-1;1_119;1_120;1_120_2006;11
CHOR01;1;2012;120;101;56.9;12.6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_120;1_120;1_120_2012;44
CHOR01;1;2006;121;101;60.9;10.4;1;1;521;502;NA;NA;NA;1;1;1;4;4;6;;1_120;1_121;1_121_2006;11
CHOR01;1;2012;121;101;60.9;10.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_121;1_121;1_121_2012;44
CHOR01;1;2006;122;411;60.9;12.4;1;1;93;97;NA;NA;NA;3;2;3;5;6;4;;1_121;1_122;1_122_2006;11
CHOR01;1;2012;122;411;60.9;12.4;1;1;140;148;NA;NA;NA;3;1;2;5;6;4;;1_122;1_122;1_122_2012;11
CHOR01;1;2006;123;101;63.2;14.8;1;1;445;460;NA;NA;NA;1;1;1;4;4;6;;1_122;1_123;1_123_2006;11
CHOR01;1;2012;123;101;63.2;14.8;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_123;1_123;1_123_2012;44
CHOR01;1;2006;124;101;65.7;14.7;1;1;400;442;NA;NA;NA;1;1;1;4;4;6;;1_123;1_124;1_124_2006;11
CHOR01;1;2012;124;101;65.7;14.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_124;1_124;1_124_2012;44
CHOR01;1;2006;125;411;69;16.9;1;1;150;168;NA;NA;NA;2;3;2;5;6;4;P2, P4;1_124;1_125;1_125_2006;11
CHOR01;1;2012;125;411;69;16.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_125;1_125;1_125_2012;44
CHOR01;1;2006;126;101;73;12.2;2;2;469;462;NA;NA;NA;1;1;1;4;4;6;;1_125;1_126;1_126_2006;22
CHOR01;1;2006;127;411;73.3;11.2;1;1;90;91;NA;NA;NA;3;2;3;5;6;4;;1_126;1_127;1_127_2006;11
CHOR01;1;2012;127;411;73.3;11.2;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_127;1_127;1_127_2012;44
CHOR01;1;2006;128;411;76;14.2;1;1;145;140;NA;NA;NA;2;2;2;5;6;4;;1_127;1_128;1_128_2006;11
CHOR01;1;2012;128;411;76;14.2;1;1;162;158;NA;NA;NA;3;3;3;6;6;4;G22;1_128;1_128;1_128_2012;11
CHOR01;1;2006;129;101;77.6;11.6;2;2;480;490;NA;NA;NA;1;1;1;4;4;6;;1_128;1_129;1_129_2006;22
CHOR01;1;2006;130;101;77.1;18.5;1;1;389;360;NA;NA;NA;1;1;1;4;4;6;F3;1_129;1_130;1_130_2006;11
CHOR01;1;2012;130;101;77.1;18.5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_130;1_130;1_130_2012;44
CHOR01;1;2006;131;101;80;18.3;2;2;460;477;NA;NA;NA;1;1;1;4;4;6;;1_130;1_131;1_131_2006;22
CHOR01;1;2006;132;411;82;17.2;1;1;127;111;NA;NA;NA;2;2;2;5;6;4;F4;1_131;1_132;1_132_2006;11
CHOR01;1;2012;132;411;82;17.2;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_132;1_132;1_132_2012;44
CHOR01;1;2006;133;101;80.6;13.2;2;2;351;350;NA;NA;NA;1;1;2;4;4;6;F3, F6;1_132;1_133;1_133_2006;22
CHOR01;1;2006;134;101;85;13.1;2;2;442;410;NA;NA;NA;1;1;1;4;4;6;F6;1_133;1_134;1_134_2006;22
CHOR01;1;2006;135;101;85.4;17.9;2;2;405;410;NA;NA;NA;1;1;1;4;4;6;;1_134;1_135;1_135_2006;22
CHOR01;1;2006;136;101;90.5;19.2;2;2;325;368;NA;NA;NA;1;1;1;4;4;6;;1_135;1_136;1_136_2006;22
CHOR01;1;2006;137;411;95.3;19.7;1;1;101;103;NA;NA;NA;3;2;2;5;6;4;;1_136;1_137;1_137_2006;11
CHOR01;1;2012;137;411;95.3;19.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_137;1_137;1_137_2012;44
CHOR01;1;2006;138;101;95.3;18.6;2;2;480;495;NA;NA;NA;1;1;1;4;4;6;;1_137;1_138;1_138_2006;22
CHOR01;1;2006;139;101;94.2;15.9;2;2;450;450;NA;NA;NA;1;1;1;4;4;6;;1_138;1_139;1_139_2006;22
CHOR01;1;2006;140;411;97.4;15.5;1;1;231;256;NA;NA;NA;2;2;2;5;5;4;;1_139;1_140;1_140_2006;11
CHOR01;1;2012;140;411;97.4;15.5;1;1;293;277;20;18;5.5;2;1;2;5;6;4;;1_140;1_140;1_140_2012;11
CHOR01;1;2006;141;101;98.8;19.8;2;2;272;288;NA;NA;NA;1;2;2;5;5;4;F2;1_140;1_141;1_141_2006;22
CHOR01;1;2006;142;101;98.7;11;2;2;466;469;NA;NA;NA;1;1;1;4;4;6;;1_141;1_142;1_142_2006;22
CHOR01;1;2006;143;411;99.2;25.9;1;1;98;100;NA;NA;NA;3;2;2;5;6;4;;1_142;1_143;1_143_2006;11
CHOR01;1;2012;143;411;99.2;25.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_143;1_143;1_143_2012;44
CHOR01;1;2006;144;411;94.3;23.1;1;1;85;87;NA;NA;NA;2;2;2;5;6;4;;1_143;1_144;1_144_2006;11
CHOR01;1;2012;144;411;94.3;23.1;1;1;110;110;NA;NA;NA;3;2;2;5;6;4;G21;1_144;1_144;1_144_2012;11
CHOR01;1;2006;145;121;95.4;27.5;2;2;495;471;NA;NA;NA;1;2;2;5;5;4;F6,P2;1_144;1_145;1_145_2006;22
CHOR01;1;2006;146;121;95.3;25.1;1;1;461;455;NA;NA;NA;1;2;2;5;5;6;P2, P3;1_145;1_146;1_146_2006;11
CHOR01;1;2012;146;121;95.3;25.1;3;8;500;464;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_146;1_146;1_146_2012;38
CHOR01;1;2006;147;411;94.3;26.9;1;1;130;130;NA;NA;NA;2;2;2;5;6;4;F7;1_146;1_147;1_147_2006;11
CHOR01;1;2012;147;411;94.3;26.9;1;1;164;160;NA;NA;NA;3;1;1;5;6;4;;1_147;1_147;1_147_2012;11
CHOR01;1;2006;148;101;91;22.5;2;2;372;372;NA;NA;NA;1;1;1;4;4;6;;1_147;1_148;1_148_2006;22
CHOR01;1;2006;149;101;89.9;25.9;1;1;376;370;NA;NA;NA;1;1;1;4;4;6;;1_148;1_149;1_149_2006;11
CHOR01;1;2012;149;101;89.9;25.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_149;1_149;1_149_2012;44
CHOR01;1;2006;150;101;89.2;27.2;2;2;393;390;NA;NA;NA;1;3;2;6;5;6;P2, S0, S4;1_149;1_150;1_150_2006;22
CHOR01;1;2006;151;121;88.4;28.9;2;2;505;569;NA;NA;NA;1;3;2;6;5;4;P2;1_150;1_151;1_151_2006;22
CHOR01;1;2006;152;411;88;26.2;1;1;65;65;NA;NA;NA;3;2;2;5;6;4;;1_151;1_152;1_152_2006;11
CHOR01;1;2012;152;411;88;26.2;1;1;90;93;NA;NA;NA;3;1;2;5;6;4;;1_152;1_152;1_152_2012;11
CHOR01;1;2006;153;411;86;22;1;1;238;250;NA;NA;NA;2;2;2;5;6;4;F7;1_152;1_153;1_153_2006;11
CHOR01;1;2012;153;411;86;22;1;1;260;261;15;19;15;2;1;2;5;6;4;;1_153;1_153;1_153_2012;11
CHOR01;1;2006;154;121;79;22.2;1;1;66;70;NA;NA;NA;3;2;3;5;6;4;;1_153;1_154;1_154_2006;11
CHOR01;1;2012;154;121;79;22.2;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_154;1_154;1_154_2012;44
CHOR01;1;2006;155;101;78;25.4;2;2;465;428;NA;NA;NA;1;1;1;4;4;6;;1_154;1_155;1_155_2006;22
CHOR01;1;2006;156;101;76.6;25.5;2;2;410;399;NA;NA;NA;1;2;1;5;4;6;S0, S4;1_155;1_156;1_156_2006;22
CHOR01;1;2006;157;101;77.2;28;2;2;256;237;NA;NA;NA;1;2;2;5;4;6;S0;1_156;1_157;1_157_2006;22
CHOR01;1;2006;158;411;66.3;25.8;1;1;265;272;NA;NA;NA;2;2;2;5;6;4;;1_157;1_158;1_158_2006;11
CHOR01;1;2012;158;411;66.3;25.8;1;1;285;296;NA;NA;NA;3;3;3;6;6;4;G22;1_158;1_158;1_158_2012;11
CHOR01;1;2006;159;101;70;28.4;1;1;549;542;NA;NA;NA;1;1;1;4;4;6;;1_158;1_159;1_159_2006;11
CHOR01;1;2012;159;101;70;28.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_159;1_159;1_159_2012;44
CHOR01;1;2006;160;101;66;23.5;1;1;580;570;NA;NA;NA;1;1;1;4;4;6;;1_159;1_160;1_160_2006;11
CHOR01;1;2012;160;101;66;23.5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_160;1_160;1_160_2012;44
CHOR01;1;2006;161;101;62.9;24.5;1;1;240;250;NA;NA;NA;1;2;2;5;5;6;;1_160;1_161;1_161_2006;11
CHOR01;1;2012;161;101;62.9;24.5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_161;1_161;1_161_2012;44
CHOR01;1;2006;162;101;62.4;21.1;1;1;380;369;NA;NA;NA;1;2;2;5;5;6;F6, S0;1_161;1_162;1_162_2006;11
CHOR01;1;2012;162;101;62.4;21.1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_162;1_162;1_162_2012;44
CHOR01;1;2006;163;101;58.6;23.4;1;1;368;360;NA;NA;NA;1;2;2;5;6;4;S0, S4;1_162;1_163;1_163_2006;11
CHOR01;1;2012;163;101;58.6;23.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_163;1_163;1_163_2012;44
CHOR01;1;2006;164;101;57.5;25.7;1;1;415;415;NA;NA;NA;1;1;1;4;4;6;;1_163;1_164;1_164_2006;11
CHOR01;1;2012;164;101;57.5;25.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_164;1_164;1_164_2012;44
CHOR01;1;2006;165;101;57.1;26.2;3;6;280;270;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_164;1_165;1_165_2006;36
CHOR01;1;2012;165;101;57.1;26.2;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_165;1_165;1_165_2012;99
CHOR01;1;2006;166;101;55.2;20.1;1;1;385;366;NA;NA;NA;1;1;1;4;4;6;;1_165;1_166;1_166_2006;11
CHOR01;1;2012;166;101;55.2;20.1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_166;1_166;1_166_2012;44
CHOR01;1;2006;167;101;55.8;27.6;1;1;447;430;NA;NA;NA;1;1;1;4;4;6;;1_166;1_167;1_167_2006;11
CHOR01;1;2012;167;101;55.8;27.6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_167;1_167;1_167_2012;44
CHOR01;1;2006;168;101;54.3;26.8;1;1;240;255;NA;NA;NA;1;2;2;5;5;6;;1_167;1_168;1_168_2006;11
CHOR01;1;2012;168;101;54.3;26.8;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_168;1_168;1_168_2012;44
CHOR01;1;2006;169;101;51.3;25.2;1;1;335;320;NA;NA;NA;1;1;1;4;4;6;;1_168;1_169;1_169_2006;11
CHOR01;1;2012;169;101;51.3;25.2;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_169;1_169;1_169_2012;44
CHOR01;1;2006;170;101;50.8;29.9;1;1;408;442;NA;NA;NA;1;1;1;4;4;6;;1_169;1_170;1_170_2006;11
CHOR01;1;2012;170;101;50.8;29.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_170;1_170;1_170_2012;44
CHOR01;1;2006;171;101;48.5;20.4;1;1;422;425;NA;NA;NA;1;2;1;5;4;6;S0;1_170;1_171;1_171_2006;11
CHOR01;1;2012;171;101;48.5;20.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_171;1_171;1_171_2012;44
CHOR01;1;2006;172;101;43.4;28.7;1;1;256;262;NA;NA;NA;1;NA;2;5;4;6;;1_171;1_172;1_172_2006;11
CHOR01;1;2012;172;101;43.4;28.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_172;1_172;1_172_2012;44
CHOR01;1;2006;173;101;44.9;25.6;1;1;442;446;NA;NA;NA;1;1;1;4;4;6;;1_172;1_173;1_173_2006;11
CHOR01;1;2012;173;101;44.9;25.6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_173;1_173;1_173_2012;44
CHOR01;1;2006;174;101;39.2;23.4;1;1;412;378;NA;NA;NA;1;1;1;4;4;6;;1_173;1_174;1_174_2006;11
CHOR01;1;2012;174;101;39.2;23.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_174;1_174;1_174_2012;44
CHOR01;1;2006;175;101;36.6;26.3;1;1;211;201;NA;NA;NA;1;2;2;5;5;6;;1_174;1_175;1_175_2006;11
CHOR01;1;2012;175;101;36.6;26.3;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_175;1_175;1_175_2012;44
CHOR01;1;2006;176;101;36.8;27.9;1;1;315;310;NA;NA;NA;1;1;1;4;4;6;;1_175;1_176;1_176_2006;11
CHOR01;1;2012;176;101;36.8;27.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_176;1_176;1_176_2012;44
CHOR01;1;2006;177;101;32.5;29.3;1;1;236;227;NA;NA;NA;1;2;2;5;5;6;;1_176;1_177;1_177_2006;11
CHOR01;1;2012;177;101;32.5;29.3;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_177;1_177;1_177_2012;44
CHOR01;1;2006;178;101;30;22.3;1;1;341;332;NA;NA;NA;2;2;2;5;5;6;;1_177;1_178;1_178_2006;11
CHOR01;1;2012;178;101;30;22.3;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_178;1_178;1_178_2012;44
CHOR01;1;2006;179;101;31;20.5;1;1;580;605;NA;NA;NA;1;1;1;4;4;6;;1_178;1_179;1_179_2006;11
CHOR01;1;2012;179;101;31;20.5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_179;1_179;1_179_2012;44
CHOR01;1;2006;180;411;26;29.6;1;1;201;180;NA;NA;NA;2;2;2;5;6;4;F3;1_179;1_180;1_180_2006;11
CHOR01;1;2012;180;411;26;29.6;1;1;250;260;NA;NA;NA;2;1;2;5;6;4;;1_180;1_180;1_180_2012;11
CHOR01;1;2006;181;101;24.1;27.4;1;1;292;299;NA;NA;NA;1;1;2;4;4;6;;1_180;1_181;1_181_2006;11
CHOR01;1;2012;181;101;24.1;27.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_181;1_181;1_181_2012;44
CHOR01;1;2006;182;411;20;27.4;1;1;72;72;NA;NA;NA;3;2;2;5;6;4;;1_181;1_182;1_182_2006;11
CHOR01;1;2012;182;411;20;27.4;1;1;120;116;NA;NA;NA;3;1;1;5;6;4;;1_182;1_182;1_182_2012;11
CHOR01;1;2006;183;101;20.2;27.4;1;1;500;482;NA;NA;NA;1;1;1;4;4;6;;1_182;1_183;1_183_2006;11
CHOR01;1;2012;183;101;20.2;27.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_183;1_183;1_183_2012;44
CHOR01;1;2006;184;101;21.8;24.1;1;1;525;489;NA;NA;NA;1;1;1;4;4;6;;1_183;1_184;1_184_2006;11
CHOR01;1;2012;184;101;21.8;24.1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_184;1_184;1_184_2012;44
CHOR01;1;2006;185;101;22.1;22;1;1;402;425;NA;NA;NA;1;1;2;5;4;6;S0;1_184;1_185;1_185_2006;11
CHOR01;1;2012;185;101;22.1;22;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_185;1_185;1_185_2012;44
CHOR01;1;2006;186;411;26.2;22.3;1;1;66;65;NA;NA;NA;3;2;3;5;6;4;F2;1_185;1_186;1_186_2006;11
CHOR01;1;2012;186;411;26.2;22.3;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_186;1_186;1_186_2012;44
CHOR01;1;2006;187;101;14;26.2;1;1;250;240;NA;NA;NA;1;2;2;5;4;6;;1_186;1_187;1_187_2006;11
CHOR01;1;2012;187;101;14;26.2;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_187;1_187;1_187_2012;44
CHOR01;1;2006;188;101;14.2;25.9;1;1;350;320;NA;NA;NA;1;1;1;4;4;6;;1_187;1_188;1_188_2006;11
CHOR01;1;2012;188;101;14.2;25.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_188;1_188;1_188_2012;44
CHOR01;1;2006;189;411;14;24;1;1;267;251;NA;NA;NA;2;3;3;6;6;4;F2, S0, P2;1_188;1_189;1_189_2006;11
CHOR01;1;2012;189;411;14;24;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_189;1_189;1_189_2012;44
CHOR01;1;2006;190;101;11.1;23.7;1;1;482;460;NA;NA;NA;1;1;1;4;4;6;;1_189;1_190;1_190_2006;11
CHOR01;1;2012;190;101;11.1;23.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_190;1_190;1_190_2012;44
CHOR01;1;2006;191;411;9.6;20.4;1;1;85;70;NA;NA;NA;3;2;3;5;6;4;F2;1_190;1_191;1_191_2006;11
CHOR01;1;2012;191;411;9.6;20.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_191;1_191;1_191_2012;44
CHOR01;1;2006;192;101;7;20;1;1;321;321;NA;NA;NA;1;1;1;4;4;6;;1_191;1_192;1_192_2006;11
CHOR01;1;2012;192;101;7;20;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_192;1_192;1_192_2012;44
CHOR01;1;2006;193;101;5.9;24.6;1;1;390;371;NA;NA;NA;1;1;1;4;4;6;;1_192;1_193;1_193_2006;11
CHOR01;1;2012;193;101;5.9;24.6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_193;1_193;1_193_2012;44
CHOR01;1;2006;194;101;4.5;22.2;1;1;290;268;NA;NA;NA;1;2;2;5;6;4;F3;1_193;1_194;1_194_2006;11
CHOR01;1;2012;194;101;4.5;22.2;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_194;1_194;1_194_2012;44
CHOR01;1;2006;195;121;6;27.7;1;1;111;110;7;11.1;8.9;3;2;2;5;6;4;;1_194;1_195;1_195_2006;11
CHOR01;1;2012;195;121;6;27.7;1;1;120;121;NA;NA;NA;3;1;1;5;6;4;;1_195;1_195;1_195_2012;11
CHOR01;1;2006;196;411;5.4;29.3;1;1;130;130;NA;NA;NA;3;2;2;5;6;4;;1_195;1_196;1_196_2006;11
CHOR01;1;2012;196;411;5.4;29.3;1;1;146;143;NA;NA;NA;3;3;3;6;6;4;G22;1_196;1_196;1_196_2012;11
CHOR01;1;2006;197;101;3;29.4;1;1;400;390;NA;NA;NA;1;1;1;4;4;6;;1_196;1_197;1_197_2006;11
CHOR01;1;2012;197;101;3;29.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_197;1_197;1_197_2012;44
CHOR01;1;2006;198;101;1.9;28.9;1;1;225;225;NA;NA;NA;1;1;2;5;4;6;;1_197;1_198;1_198_2006;11
CHOR01;1;2012;198;101;1.9;28.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_198;1_198;1_198_2012;44
CHOR01;1;2006;199;101;1.4;26.8;1;1;440;440;NA;NA;NA;1;1;1;4;4;6;;1_198;1_199;1_199_2006;11
CHOR01;1;2012;199;101;1.4;26.8;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_199;1_199;1_199_2012;44
CHOR01;1;2006;200;101;2.6;25.1;1;1;291;296;NA;NA;NA;1;2;2;5;4;6;;1_199;1_200;1_200_2006;11
CHOR01;1;2012;200;101;2.6;25.1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_200;1_200;1_200_2012;44
CHOR01;1;2006;201;411;1.2;26.4;1;1;65;95;NA;NA;NA;3;2;2;5;6;4;F2;1_200;1_201;1_201_2006;11
CHOR01;1;2012;201;411;1.2;26.4;1;1;90;87;NA;NA;NA;NA;NA;NA;NA;NA;NA;G22;1_201;1_201;1_201_2012;11
CHOR01;1;2006;202;121;0;22.4;1;1;386;426;NA;NA;NA;1;1;1;4;4;6;;1_201;1_202;1_202_2006;11
CHOR01;1;2012;202;121;0;22.4;1;1;443;462;34;36.5;23;1;1;1;4;4;6;;1_202;1_202;1_202_2012;11
CHOR01;1;2006;203;121;0.7;22.3;1;1;132;130;NA;NA;NA;3;3;3;6;6;5;G5-1;1_202;1_203;1_203_2006;11
CHOR01;1;2012;203;121;0.7;22.3;3;6;134;130;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_203;1_203;1_203_2012;36
CHOR01;1;2006;204;101;7.1;37.6;1;1;413;410;NA;NA;NA;1;1;1;4;4;6;;1_203;1_204;1_204_2006;11
CHOR01;1;2012;204;101;7.1;37.6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_204;1_204;1_204_2012;44
CHOR01;1;2006;205;101;8.2;39.4;1;1;308;396;NA;NA;NA;1;1;1;4;4;6;;1_204;1_205;1_205_2006;11
CHOR01;1;2012;205;101;8.2;39.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_205;1_205;1_205_2012;44
CHOR01;1;2006;206;121;10;35.1;1;1;158;162;NA;NA;NA;3;2;2;5;5;5;;1_205;1_206;1_206_2006;11
CHOR01;1;2012;206;121;10;35.1;1;1;170;174;NA;NA;NA;2;1;2;5;6;4;;1_206;1_206;1_206_2012;11
CHOR01;1;2006;207;101;11.3;39.2;1;1;348;320;NA;NA;NA;1;1;1;4;4;6;;1_206;1_207;1_207_2006;11
CHOR01;1;2012;207;101;11.3;39.2;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1_207;1_207;1_207_2012;44
CHOR01;1;2006;208;411;19.1;32.4;1;1;74;89;NA;NA;NA;3;2;2;5;6;4;F2;1_207;1_208;1_208_2006;11
CHOR01;1;2012;208;411;19.1;32.4;1;1;110;120;NA;NA;NA;3;3;3;6;6;4;G22;1_208;1_208;1_208_2012;11
