fnum;f_id;aj;bnr;ba;koorx;koory;ahc;dec;d1;d2;dh2;htot;kag;ic1;ic2;ic3;ic4;ic5;ic6;bem;cond;fid_bid;fid_bid_aj;ahc_dec
CHOR05;5;2006;102;101;82.9;16.4;1;1;371;370;NA;NA;NA;1;1;1;4;4;6;F3;5_101;5_102;5_102_2006;11
CHOR05;5;2012;102;101;82.9;16.4;1;1;370;374;NA;NA;NA;1;1;1;4;4;6;;5_102;5_102;5_102_2012;11
CHOR05;5;2006;103;101;83.9;11.1;2;2;386;377;NA;NA;NA;1;2;1;5;4;6;F3, P4;5_102;5_103;5_103_2006;22
CHOR05;5;2006;104;101;88.6;18.4;1;1;522;527;NA;NA;NA;1;1;1;4;4;6;F3;5_103;5_104;5_104_2006;11
CHOR05;5;2012;104;101;88.6;18.4;1;1;530;527;NA;NA;NA;1;1;1;4;4;6;;5_104;5_104;5_104_2012;11
CHOR05;5;2006;105;411;92.3;11.2;1;1;150;160;NA;NA;NA;3;3;3;5;6;4;P4;5_104;5_105;5_105_2006;11
CHOR05;5;2012;105;411;92.3;11.2;1;1;170;182;NA;NA;NA;2;1;2;5;6;4;;5_105;5_105;5_105_2012;11
CHOR05;5;2006;106;101;90.5;16.7;1;1;336;408;NA;NA;NA;1;3;2;6;5;6;F3, P4, S0;5_105;5_106;5_106_2006;11
CHOR05;5;2012;106;101;90.5;16.7;3;7;335;410;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_106;5_106;5_106_2012;37
CHOR05;5;2006;107;101;92.3;14.2;1;1;510;522;NA;NA;NA;1;1;1;4;4;6;F3;5_106;5_107;5_107_2006;11
CHOR05;5;2012;107;101;92.3;14.2;1;1;510;529;NA;NA;NA;1;1;1;4;4;6;;5_107;5_107;5_107_2012;11
CHOR05;5;2006;108;101;92;18.1;1;1;267;245;NA;NA;NA;1;2;2;5;5;6;F3;5_107;5_108;5_108_2006;11
CHOR05;5;2012;108;101;92;18.1;1;1;270;255;NA;NA;NA;1;1;1;4;4;6;;5_108;5_108;5_108_2012;11
CHOR05;5;2006;109;411;95.2;11.1;1;1;71;80;NA;NA;NA;3;3;3;5;6;4;G2, F3;5_108;5_109;5_109_2006;11
CHOR05;5;2012;109;411;95.2;11.1;1;1;75;88;NA;NA;NA;3;3;3;6;5;4;G6;5_109;5_109;5_109_2012;11
CHOR05;5;2006;110;411;98;12.1;1;1;82;80;NA;NA;NA;3;2;1;5;6;4;F3;5_109;5_110;5_110_2006;11
CHOR05;5;2012;110;411;98;12.1;1;1;91;93;NA;NA;NA;3;1;3;5;6;4;F2;5_110;5_110;5_110_2012;11
CHOR05;5;2006;111;101;98.9;10.2;1;1;396;390;NA;NA;NA;1;2;1;4;4;6;P4, F3;5_110;5_111;5_111_2006;11
CHOR05;5;2012;111;101;98.9;10.2;1;1;390;400;NA;NA;NA;1;2;1;5;4;6;P2,S22;5_111;5_111;5_111_2012;11
CHOR05;5;2006;112;411;99.4;10.5;1;1;130;130;NA;NA;NA;3;2;2;5;6;4;F3, F2;5_111;5_112;5_112_2006;11
CHOR05;5;2012;112;411;99.4;10.5;1;1;132;132;NA;NA;NA;3;3;3;6;5;4;G52;5_112;5_112;5_112_2012;11
CHOR05;5;2006;113;101;98.7;20.2;1;1;728;660;NA;NA;NA;1;2;1;4;5;6;F3, F6;5_112;5_113;5_113_2006;11
CHOR05;5;2012;113;101;98.7;20.2;3;6;730;659;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_113;5_113;5_113_2012;36
CHOR05;5;2006;114;101;99.3;25.4;1;1;355;546;NA;NA;NA;1;2;1;4;5;6;F3, F6;5_113;5_114;5_114_2006;11
CHOR05;5;2012;114;101;99.3;25.4;3;6;355;546;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_114;5_114;5_114_2012;36
CHOR05;5;2006;115;411;94.7;22.2;1;1;197;190;NA;NA;NA;2;2;2;5;6;4;;5_114;5_115;5_115_2006;11
CHOR05;5;2012;115;411;94.7;22.2;1;1;208;202;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_115;5_115;5_115_2012;11
CHOR05;5;2006;116;411;94.4;23.4;1;1;95;105;NA;NA;NA;3;3;3;6;6;4;F2, G5, P4;5_115;5_116;5_116_2006;11
CHOR05;5;2012;116;411;94.4;23.4;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_116;5_116;5_116_2012;35
CHOR05;5;2006;117;101;97.2;29.6;1;1;304;321;NA;NA;NA;2;2;2;5;5;4;F3, F6;5_116;5_117;5_117_2006;11
CHOR05;5;2012;117;101;97.2;29.6;3;6;305;320;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_117;5_117;5_117_2012;36
CHOR05;5;2006;118;101;95.1;28.4;1;1;529;520;NA;NA;NA;1;1;1;4;4;6;F3;5_117;5_118;5_118_2006;11
CHOR05;5;2012;118;101;95.1;28.4;3;6;530;520;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_118;5_118;5_118_2012;36
CHOR05;5;2006;119;101;88.1;21.1;1;1;315;325;NA;NA;NA;2;2;2;5;5;6;F3, S0;5_118;5_119;5_119_2006;11
CHOR05;5;2012;119;101;88.1;21.1;1;1;330;321;NA;NA;NA;1;1;2;4;4;6;;5_119;5_119;5_119_2012;11
CHOR05;5;2006;120;411;87.1;28.8;1;1;68;67;NA;NA;NA;3;3;3;6;6;4;F2, G5;5_119;5_120;5_120_2006;11
CHOR05;5;2012;120;411;87.1;28.8;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_120;5_120;5_120_2012;44
CHOR05;5;2006;121;101;84.3;22.9;1;1;502;516;NA;NA;NA;1;2;1;4;4;6;S0, F3;5_120;5_121;5_121_2006;11
CHOR05;5;2012;121;101;84.3;22.9;1;1;502;518;NA;NA;NA;1;1;1;4;4;6;;5_121;5_121;5_121_2012;11
CHOR05;5;2006;122;101;85.3;29.4;2;2;410;435;NA;NA;NA;1;1;1;4;4;6;F3;5_121;5_122;5_122_2006;22
CHOR05;5;2006;123;101;81.8;16.6;1;1;320;315;NA;NA;NA;1;2;1;5;5;6;F3, S0, S4;5_122;5_123;5_123_2006;11
CHOR05;5;2012;123;101;81.8;16.6;1;1;325;316;NA;NA;NA;1;2;2;5;4;6;S0;5_123;5_123;5_123_2012;11
CHOR05;5;2006;124;411;78.5;17.1;1;1;148;140;NA;NA;NA;2;2;2;5;6;4;P4;5_123;5_124;5_124_2006;11
CHOR05;5;2012;124;411;78.5;17.1;1;1;142;152;NA;NA;NA;3;1;1;5;6;4;;5_124;5_124;5_124_2012;11
CHOR05;5;2006;125;101;76.7;22.3;1;1;209;195;NA;NA;NA;2;2;2;5;5;6;F3;5_124;5_125;5_125_2006;11
CHOR05;5;2012;125;101;76.7;22.3;1;1;210;204;NA;NA;NA;2;3;3;6;6;4;P3;5_125;5_125;5_125_2012;11
CHOR05;5;2006;126;121;76.4;26.7;1;1;695;728;NA;NA;NA;1;2;1;4;5;6;F6;5_125;5_126;5_126_2006;11
CHOR05;5;2012;126;121;76.4;26.7;1;1;695;730;NA;NA;NA;1;1;1;4;4;6;;5_126;5_126;5_126_2012;11
CHOR05;5;2006;127;101;74;27.5;1;1;243;245;NA;NA;NA;2;2;2;5;5;6;F3;5_126;5_127;5_127_2006;11
CHOR05;5;2012;127;101;74;27.5;3;6;245;245;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_127;5_127;5_127_2012;36
CHOR05;5;2006;128;101;72.6;24.2;1;1;605;561;49;43.6;30.2;1;1;1;4;4;6;;5_127;5_128;5_128_2006;11
CHOR05;5;2012;128;101;72.6;24.2;1;1;605;570;50;44;30;1;1;1;4;4;6;;5_128;5_128;5_128_2012;11
CHOR05;5;2006;129;101;71;21;1;1;483;476;NA;NA;NA;1;1;1;4;4;6;F3, S0;5_128;5_129;5_129_2006;11
CHOR05;5;2012;129;101;71;21;1;1;485;475;NA;NA;NA;1;3;1;6;4;6;S4,S0;5_129;5_129;5_129_2012;11
CHOR05;5;2006;130;411;68.2;28;1;1;131;130;NA;NA;NA;2;2;2;5;6;4;;5_129;5_130;5_130_2006;11
CHOR05;5;2012;130;411;68.2;28;1;1;150;150;NA;NA;NA;3;1;1;5;6;4;;5_130;5_130;5_130_2012;11
CHOR05;5;2006;131;101;68.1;20.8;1;1;395;409;NA;NA;NA;1;1;1;4;4;6;;5_130;5_131;5_131_2006;11
CHOR05;5;2012;131;101;68.1;20.8;1;1;391;418;32;38;24;1;1;1;4;4;6;;5_131;5_131;5_131_2012;11
CHOR05;5;2006;132;101;65.5;21.8;1;1;285;300;22;31.7;26.2;1;1;2;4;4;6;F3;5_131;5_132;5_132_2006;11
CHOR05;5;2012;132;101;65.5;21.8;1;1;290;302;23;35;24;1;1;1;4;4;6;;5_132;5_132;5_132_2012;11
CHOR05;5;2006;133;101;64.5;20.5;1;1;317;346;NA;NA;NA;1;3;2;6;4;6;G2;5_132;5_133;5_133_2006;11
CHOR05;5;2012;133;101;64.5;20.5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_133;5_133;5_133_2012;44
CHOR05;5;2006;134;101;67.6;28.2;2;2;400;390;NA;NA;NA;1;1;1;4;4;6;F3;5_133;5_134;5_134_2006;22
CHOR05;5;2006;135;121;67.4;29.9;1;1;606;628;51;44.4;29.7;1;1;1;4;4;6;;5_134;5_135;5_135_2006;11
CHOR05;5;2012;135;121;67.4;29.9;1;1;610;630;51;45;30;1;1;1;4;4;6;;5_135;5_135;5_135_2012;11
CHOR05;5;2006;136;101;63.4;26.1;2;2;343;351;29;36.7;28.2;1;1;1;4;4;6;F3;5_135;5_136;5_136_2006;22
CHOR05;5;2006;137;101;60.9;23.3;2;2;390;376;NA;NA;NA;1;1;1;4;4;6;F3;5_136;5_137;5_137_2006;22
CHOR05;5;2006;138;101;60.4;20.5;1;1;685;705;NA;NA;NA;1;1;1;4;4;6;F3;5_137;5_138;5_138_2006;11
CHOR05;5;2012;138;101;60.4;20.5;1;1;685;705;NA;NA;NA;1;1;1;4;4;6;;5_138;5_138;5_138_2012;11
CHOR05;5;2006;139;101;58.3;25.4;2;2;285;275;NA;NA;NA;1;1;2;4;4;6;F3;5_138;5_139;5_139_2006;22
CHOR05;5;2006;140;101;58.2;27.9;2;2;290;275;NA;NA;NA;1;1;2;4;4;6;F3;5_139;5_140;5_140_2006;22
CHOR05;5;2006;141;101;57.6;29.9;1;1;414;405;NA;NA;NA;1;1;1;4;4;6;F3;5_140;5_141;5_141_2006;11
CHOR05;5;2012;141;101;57.6;29.9;1;1;415;408;35;37;28;1;1;1;4;4;6;;5_141;5_141;5_141_2012;11
CHOR05;5;2006;142;101;58;20.5;2;2;340;331;NA;NA;NA;1;2;2;5;5;6;F3, F6;5_141;5_142;5_142_2006;22
CHOR05;5;2006;143;101;54.7;22.7;2;2;290;308;NA;NA;NA;1;2;2;5;5;6;F3, F6;5_142;5_143;5_143_2006;22
CHOR05;5;2006;144;101;55.7;25.4;2;2;256;265;NA;NA;NA;1;2;2;5;5;6;F3, F6;5_143;5_144;5_144_2006;22
CHOR05;5;2006;145;101;51.8;29.7;1;1;410;420;NA;NA;NA;1;1;1;4;4;6;F3;5_144;5_145;5_145_2006;11
CHOR05;5;2012;145;101;51.8;29.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_145;5_145;5_145_2012;44
CHOR05;5;2006;146;101;50.6;23.9;2;2;245;257;21;32.2;25.5;1;2;2;5;4;6;;5_145;5_146;5_146_2006;22
CHOR05;5;2006;147;101;49.8;23.6;2;2;381;360;NA;NA;NA;1;1;1;4;4;6;F3;5_146;5_147;5_147_2006;22
CHOR05;5;2006;148;101;48.7;22.6;2;2;310;317;NA;NA;NA;1;1;1;4;4;6;F3;5_147;5_148;5_148_2006;22
CHOR05;5;2006;149;101;46.1;25.6;1;1;250;270;NA;NA;NA;1;2;2;5;4;6;F5, S0;5_148;5_149;5_149_2006;11
CHOR05;5;2012;149;101;46.1;25.6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_149;5_149;5_149_2012;44
CHOR05;5;2006;150;101;46.9;29.3;2;2;451;428;NA;NA;NA;1;1;1;4;4;6;F3;5_149;5_150;5_150_2006;22
CHOR05;5;2006;151;101;43.9;21.8;2;2;204;218;NA;NA;NA;2;2;2;5;5;6;F3;5_150;5_151;5_151_2006;22
CHOR05;5;2006;152;101;42.6;21.1;1;1;550;550;NA;NA;NA;1;1;1;4;4;6;F3;5_151;5_152;5_152_2006;11
CHOR05;5;2012;152;101;42.6;21.1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_152;5_152;5_152_2012;44
CHOR05;5;2006;153;101;43.1;27.2;2;2;375;373;NA;NA;NA;1;1;1;4;4;6;F3;5_152;5_153;5_153_2006;22
CHOR05;5;2006;154;101;39.8;24.2;1;1;337;357;NA;NA;NA;1;1;1;4;4;6;F3;5_153;5_154;5_154_2006;11
CHOR05;5;2012;154;101;39.8;24.2;3;6;340;355;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_154;5_154;5_154_2012;36
CHOR05;5;2006;155;101;38.2;25.7;1;1;445;430;NA;NA;NA;1;1;1;4;4;6;F3;5_154;5_155;5_155_2006;11
CHOR05;5;2012;155;101;38.2;25.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_155;5_155;5_155_2012;44
CHOR05;5;2006;156;101;36.2;23.7;1;1;475;438;NA;NA;NA;1;1;1;4;4;6;;5_155;5_156;5_156_2006;11
CHOR05;5;2012;156;101;36.2;23.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_156;5_156;5_156_2012;44
CHOR05;5;2006;157;411;38.5;29.9;1;1;99;91;NA;NA;NA;3;2;2;5;6;4;F7;5_156;5_157;5_157_2006;11
CHOR05;5;2012;157;411;38.5;29.9;1;1;110;112;NA;NA;NA;3;2;3;5;6;4;G1,G6;5_157;5_157;5_157_2012;11
CHOR05;5;2006;158;101;34.5;23.6;3;6;247;245;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_157;5_158;5_158_2006;36
CHOR05;5;2012;158;101;34.5;23.6;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_158;5_158;5_158_2012;99
CHOR05;5;2006;159;411;31.2;23.6;1;1;151;130;NA;NA;NA;3;3;3;6;6;4;F2;5_158;5_159;5_159_2006;11
CHOR05;5;2012;159;411;31.2;23.6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_159;5_159;5_159_2012;44
CHOR05;5;2006;160;411;31.6;21.4;1;1;170;160;NA;NA;NA;3;3;3;6;6;4;F2, F7;5_159;5_160;5_160_2006;11
CHOR05;5;2012;160;411;31.6;21.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_160;5_160;5_160_2012;44
CHOR05;5;2006;161;101;29.7;20;1;1;465;491;NA;NA;NA;1;1;1;4;4;6;F3;5_160;5_161;5_161_2006;11
CHOR05;5;2012;161;101;29.7;20;1;1;470;490;32;38;24;1;1;1;4;4;6;;5_161;5_161;5_161_2012;11
CHOR05;5;2006;162;101;29.3;25;2;2;426;448;NA;NA;NA;1;1;1;4;4;6;F3;5_161;5_162;5_162_2006;22
CHOR05;5;2006;163;101;25.2;21.2;2;2;393;410;NA;NA;NA;1;1;1;6;4;6;F3, G2, F6;5_162;5_163;5_163_2006;22
CHOR05;5;2006;164;411;24.8;28.2;1;1;71;72;NA;NA;NA;3;3;3;5;6;4;G2;5_163;5_164;5_164_2006;11
CHOR05;5;2012;164;411;24.8;28.2;1;1;95;95;NA;NA;NA;3;2;3;5;6;4;G1;5_164;5_164;5_164_2012;11
CHOR05;5;2006;165;101;21.5;28.8;1;1;288;277;23;30.3;26.5;1;1;2;4;4;6;F3;5_164;5_165;5_165_2006;11
CHOR05;5;2012;165;101;21.5;28.8;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_165;5_165;5_165_2012;44
CHOR05;5;2006;166;101;27.8;24.6;2;2;500;499;NA;NA;NA;1;2;1;4;4;6;F3;5_165;5_166;5_166_2006;22
CHOR05;5;2006;167;101;20.9;26;2;2;365;360;NA;NA;NA;1;3;2;6;4;6;P2, F3;5_166;5_167;5_167_2006;22
CHOR05;5;2006;168;411;19.6;23.6;1;1;110;110;NA;NA;NA;3;2;3;5;6;4;F2;5_167;5_168;5_168_2006;11
CHOR05;5;2012;168;411;19.6;23.6;1;1;122;121;NA;NA;NA;3;2;3;5;6;4;G1;5_168;5_168;5_168_2012;11
CHOR05;5;2006;169;411;19.6;23.4;1;1;119;125;NA;NA;NA;3;2;3;5;6;4;F2;5_168;5_169;5_169_2006;11
CHOR05;5;2012;169;411;19.6;23.4;1;1;138;147;NA;NA;NA;3;2;3;5;6;4;G1;5_169;5_169;5_169_2012;11
CHOR05;5;2006;170;101;19.2;29.5;2;2;421;438;NA;NA;NA;1;1;1;4;4;6;F3;5_169;5_170;5_170_2006;22
CHOR05;5;2006;171;101;18.4;22.4;1;1;398;408;NA;NA;NA;1;1;1;4;4;6;F3;5_170;5_171;5_171_2006;11
CHOR05;5;2012;171;101;18.4;22.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_171;5_171;5_171_2012;44
CHOR05;5;2006;172;101;12.3;20.5;1;1;236;253;NA;NA;NA;1;3;2;6;5;6;F3, S0;5_171;5_172;5_172_2006;11
CHOR05;5;2012;172;101;12.3;20.5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_172;5_172;5_172_2012;44
CHOR05;5;2006;173;101;11.5;27;1;1;371;361;NA;NA;NA;1;1;1;4;4;6;F3;5_172;5_173;5_173_2006;11
CHOR05;5;2012;173;101;11.5;27;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_173;5_173;5_173_2012;44
CHOR05;5;2006;174;101;11;29.9;1;1;400;401;NA;NA;NA;1;2;1;4;4;6;F3, F7;5_173;5_174;5_174_2006;11
CHOR05;5;2012;174;101;11;29.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_174;5_174;5_174_2012;44
CHOR05;5;2006;175;411;8.5;26.4;1;1;120;93;NA;NA;NA;3;3;3;5;6;4;F2;5_174;5_175;5_175_2006;11
CHOR05;5;2012;175;411;8.5;26.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_175;5_175;5_175_2012;44
CHOR05;5;2006;176;101;8.2;22.8;1;1;580;580;NA;NA;NA;1;1;1;4;4;6;F3;5_175;5_176;5_176_2006;11
CHOR05;5;2012;176;101;8.2;22.8;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_176;5_176;5_176_2012;44
CHOR05;5;2006;177;411;6;22.6;1;1;90;110;NA;NA;NA;3;2;3;5;6;4;;5_176;5_177;5_177_2006;11
CHOR05;5;2012;177;411;6;22.6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_177;5_177;5_177_2012;44
CHOR05;5;2006;178;101;5.3;26.5;1;1;282;272;NA;NA;NA;1;2;2;5;5;6;F3;5_177;5_178;5_178_2006;11
CHOR05;5;2012;178;101;5.3;26.5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_178;5_178;5_178_2012;44
CHOR05;5;2006;179;101;4.7;20.9;1;1;450;460;NA;NA;NA;1;1;1;4;4;6;F3;5_178;5_179;5_179_2006;11
CHOR05;5;2012;179;101;4.7;20.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_179;5_179;5_179_2012;44
CHOR05;5;2006;180;101;2.6;28.4;1;1;265;270;NA;NA;NA;1;2;2;5;5;6;F3;5_179;5_180;5_180_2006;11
CHOR05;5;2012;180;101;2.6;28.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_180;5_180;5_180_2012;44
CHOR05;5;2006;181;101;1.8;22.2;1;1;378;391;NA;NA;NA;1;1;1;4;4;6;F3;5_180;5_181;5_181_2006;11
CHOR05;5;2012;181;101;1.8;22.2;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_181;5_181;5_181_2012;44
CHOR05;5;2006;182;101;4.3;31.7;1;1;495;498;NA;NA;NA;1;1;1;4;4;6;F3;5_181;5_182;5_182_2006;11
CHOR05;5;2012;182;101;4.3;31.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_182;5_182;5_182_2012;44
CHOR05;5;2006;183;101;6.7;31.2;1;1;673;683;NA;NA;NA;1;1;1;4;4;6;F3;5_182;5_183;5_183_2006;11
CHOR05;5;2012;183;101;6.7;31.2;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_183;5_183;5_183_2012;44
CHOR05;5;2006;184;411;7.4;35.4;1;1;70;70;NA;NA;NA;3;2;2;5;6;4;;5_183;5_184;5_184_2006;11
CHOR05;5;2012;184;411;7.4;35.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_184;5_184;5_184_2012;44
CHOR05;5;2006;185;411;8.1;39.6;1;1;136;130;NA;NA;NA;3;3;2;5;6;4;F2, P4;5_184;5_185;5_185_2006;11
CHOR05;5;2012;185;411;8.1;39.6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_185;5_185;5_185_2012;44
CHOR05;5;2006;186;411;9;31;1;1;87;85;NA;NA;NA;3;2;2;5;6;4;;5_185;5_186;5_186_2006;11
CHOR05;5;2012;186;411;9;31;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_186;5_186;5_186_2012;44
CHOR05;5;2006;187;101;11.2;36.3;1;1;490;515;NA;NA;NA;1;1;1;4;4;6;F3;5_186;5_187;5_187_2006;11
CHOR05;5;2012;187;101;11.2;36.3;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_187;5_187;5_187_2012;44
CHOR05;5;2006;188;101;13.9;39.8;1;1;418;415;NA;NA;NA;1;1;1;4;4;6;F3;5_187;5_188;5_188_2006;11
CHOR05;5;2012;188;101;13.9;39.8;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_188;5_188;5_188_2012;44
CHOR05;5;2006;189;101;15.2;38.3;1;1;450;452;NA;NA;NA;1;1;1;4;4;6;F3;5_188;5_189;5_189_2006;11
CHOR05;5;2012;189;101;15.2;38.3;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_189;5_189;5_189_2012;44
CHOR05;5;2006;190;101;24.9;30.8;2;2;485;490;NA;NA;NA;1;3;1;6;4;6;F3, P2, P4;5_189;5_190;5_190_2006;22
CHOR05;5;2006;191;101;26.3;37.4;1;1;501;485;NA;NA;NA;1;3;1;6;4;6;F3, P2, P4;5_190;5_191;5_191_2006;11
CHOR05;5;2012;191;101;26.3;37.4;1;1;500;489;NA;NA;NA;1;1;1;4;4;6;;5_191;5_191;5_191_2012;11
CHOR05;5;2006;192;101;27.6;34.3;1;1;342;345;28;32.4;24.6;1;1;1;4;4;6;;5_191;5_192;5_192_2006;11
CHOR05;5;2012;192;101;27.6;34.3;1;1;345;345;28;33;26;1;1;2;6;5;6;;5_192;5_192;5_192_2012;11
CHOR05;5;2006;193;101;27.2;30.4;3;6;400;436;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_192;5_193;5_193_2006;36
CHOR05;5;2012;193;101;27.2;30.4;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_193;5_193;5_193_2012;99
CHOR05;5;2006;194;101;30.4;34.4;1;1;448;495;NA;NA;NA;1;1;1;4;4;6;F3;5_193;5_194;5_194_2006;11
CHOR05;5;2012;194;101;30.4;34.4;1;1;450;498;NA;NA;NA;1;1;1;4;4;6;;5_194;5_194;5_194_2012;11
CHOR05;5;2006;195;411;34.4;32.1;1;1;90;80;NA;NA;NA;3;3;3;5;6;4;F2, P2;5_194;5_195;5_195_2006;11
CHOR05;5;2012;195;411;34.4;32.1;1;1;90;99;NA;NA;NA;3;2;3;5;6;4;G51;5_195;5_195;5_195_2012;11
CHOR05;5;2006;196;411;35.5;34.6;1;1;190;200;NA;NA;NA;2;2;2;5;6;4;;5_195;5_196;5_196_2006;11
CHOR05;5;2012;196;411;35.5;34.6;1;1;215;226;NA;NA;NA;2;1;1;5;6;4;;5_196;5_196;5_196_2012;11
CHOR05;5;2006;197;101;36.3;30.9;2;2;447;450;NA;NA;NA;1;1;1;4;4;6;F3;5_196;5_197;5_197_2006;22
CHOR05;5;2006;198;101;38;30.5;2;2;285;316;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_197;5_198;5_198_2006;22
CHOR05;5;2006;199;101;40.4;30.9;2;2;301;305;25;33.5;26.3;1;1;2;4;4;6;F3;5_198;5_199;5_199_2006;22
CHOR05;5;2006;200;101;42.2;35.9;1;1;558;535;NA;NA;NA;1;1;1;4;4;6;F3;5_199;5_200;5_200_2006;11
CHOR05;5;2012;200;101;42.2;35.9;1;1;560;538;47;40;25;1;1;1;4;4;6;;5_200;5_200;5_200_2012;11
CHOR05;5;2006;201;101;42.9;36.6;1;1;309;278;NA;NA;NA;1;1;2;4;4;6;F3;5_200;5_201;5_201_2006;11
CHOR05;5;2012;201;101;42.9;36.6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_201;5_201;5_201_2012;44
CHOR05;5;2006;202;411;45;35.6;1;1;120;115;NA;NA;NA;3;3;3;5;6;4;P4;5_201;5_202;5_202_2006;11
CHOR05;5;2012;202;411;45;35.6;1;1;146;140;NA;NA;NA;3;2;3;5;6;4;G51;5_202;5_202;5_202_2012;11
CHOR05;5;2006;203;101;43.6;39.8;1;1;352;340;NA;NA;NA;1;1;1;4;4;6;F3;5_202;5_203;5_203_2006;11
CHOR05;5;2012;203;101;43.6;39.8;1;1;363;338;NA;NA;NA;1;1;1;4;4;6;;5_203;5_203;5_203_2012;11
CHOR05;5;2006;204;101;46;33.1;1;1;320;315;NA;NA;NA;1;1;1;4;4;6;;5_203;5_204;5_204_2006;11
CHOR05;5;2012;204;101;46;33.1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_204;5_204;5_204_2012;44
CHOR05;5;2006;205;441;50.9;35.3;1;1;81;91;NA;NA;NA;3;2;2;5;6;4;;5_204;5_205;5_205_2006;11
CHOR05;5;2012;205;441;50.9;35.3;1;1;90;95;NA;NA;NA;3;2;2;5;6;5;;5_205;5_205;5_205_2012;11
CHOR05;5;2006;206;101;52.7;30.5;1;1;286;297;NA;NA;NA;1;1;1;4;4;6;;5_205;5_206;5_206_2006;11
CHOR05;5;2012;206;101;52.7;30.5;1;1;290;297;NA;NA;NA;1;2;2;5;4;6;G1;5_206;5_206;5_206_2012;11
CHOR05;5;2006;207;101;52.2;37.3;1;1;378;359;NA;NA;NA;1;1;1;4;4;6;F3;5_206;5_207;5_207_2006;11
CHOR05;5;2012;207;101;52.2;37.3;1;1;365;375;NA;NA;NA;1;2;2;5;5;6;F2,S0;5_207;5_207;5_207_2012;11
CHOR05;5;2006;208;101;54.5;35.1;1;1;505;491;NA;NA;NA;1;1;1;4;4;6;F3;5_207;5_208;5_208_2006;11
CHOR05;5;2012;208;101;54.5;35.1;1;1;502;501;NA;NA;NA;1;1;1;4;4;6;;5_208;5_208;5_208_2012;11
CHOR05;5;2006;209;411;55.4;34.5;1;1;90;100;NA;NA;NA;3;3;3;5;6;4;F2, P4;5_208;5_209;5_209_2006;11
