f_id;aj;bnr;ba;ach;dec;d1;d2;d mit;P;ic1;ic2;ic3;ic4;ic5;ic6;H;kag;d7;bem1;bem2;bem3;nach bnr;
12;2018;722;101;1;1;305;326;316;;1;3;3;5;5;6;;;;P95;;;725;
12;2018;723;101;1;1;546;502;524;;1;3;1;5;6;4;;;;;;;721;
12;2018;724;411;1;1;165;167;166;;3;2;2;5;6;4;;;;;;;723;
12;2018;725;411;1;1;155;159;157;;3;1;1;5;6;4;;;;;;;724;
12;2018;726;101;9;7;140;153;147;;;;;;;;;;;;;;725;
12;2018;727;101;1;1;564;576;570;;1;1;1;4;4;6;;;;;;;880;
12;2018;728;101;1;1;473;496;485;;1;3;1;5;4;6;;;;P95;;;726;
12;2018;729;121;1;1;339;336;338;;1;2;2;5;4;6;;;;;;;728;
12;2018;730;101;1;1;505;497;501;;1;1;1;4;4;6;;;;S4;;;729;
12;2018;731;411;1;1;145;140;143;;3;3;3;5;6;4;;;;G13;;;730;
12;2018;732;101;9;8;322;333;328;;;;;;;;4.1;;;P3;;;731;
12;2018;733;101;1;1;483;471;477;;1;3;1;5;4;6;;;;P94;;;783;
12;2018;735;101;1;1;346;352;349;;1;2;2;5;4;6;;;;;;;732;
12;2018;736;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;737;411;1;1;187;161;174;;2;2;2;5;6;4;;;;P42;;;735;
12;2018;738;411;1;1;171;177;174;;2;2;2;5;6;4;;;;S01;P41;;738;
12;2018;739;121;1;1;674;672;673;;1;1;1;4;4;6;;;;;;;737;
12;2018;740;101;1;1;316;325;321;;1;1;1;4;4;6;;;;;;;739;
12;2018;742;101;9;9;;;0;;;;;;;;;;;A3;;;;
12;2018;743;411;1;1;134;128;131;;3;3;3;5;6;4;;;;G51;F4;;745;
12;2018;744;411;3;8;128;115;122;;;;;;;;3.2;;;F4;;;743;
12;2018;745;101;1;1;528;529;529;;1;1;1;4;4;6;;;;;;;740;
12;2018;747;121;9;8;763;799;781;;;;;;;;8.8;;;P3;;;744;
12;2018;748;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;749;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;750;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;751;101;1;1;305;286;296;;1;1;2;4;4;6;;;;;;;747;
12;2018;752;411;1;1;111;128;120;;3;1;2;5;6;4;;;;F2;;;755;
12;2018;753;101;1;1;374;364;369;;1;1;1;4;4;6;;;;;;;751;
12;2018;754;101;1;1;384;384;384;;1;1;1;4;4;6;;;;;;;752;
12;2018;755;101;1;1;448;543;496;P;1;1;2;4;4;6;38.3;24.2;46;;;;754;
12;2018;756;101;1;1;691;682;687;P;1;1;1;4;4;6;48.6;22.5;62;;;;758;
12;2018;757;411;1;1;156;165;161;;3;1;2;5;6;4;;;;F2;;;753;
12;2018;758;101;1;1;426;437;432;;1;2;2;5;4;6;;;;S4;;;757;
12;2018;759;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;760;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;761;121;1;1;574;557;566;;1;1;1;4;4;6;;;;;;;765;
12;2018;762;101;1;1;657;672;665;;1;1;1;4;4;6;;;;;;;761;
12;2018;763;101;1;1;352;343;348;;1;1;2;4;4;6;;;;;;;762;
12;2018;764;101;1;1;321;342;332;;1;1;2;4;4;6;;;;;;;763;
12;2018;765;101;1;1;507;505;506;P;1;1;1;4;4;6;43.7;25.6;49;;;;768;
12;2018;766;411;1;5;134;112;123;;3;3;3;5;6;4;;;;;;;765;
12;2018;767;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;768;101;9;7;389;371;380;;;;;;;;;;;;;;754;
12;2018;769;101;3;5;;;0;;;;;;;;;;;A3;;;;
12;2018;770;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;771;101;1;1;471;470;471;;1;1;1;4;4;6;;;;;;;772;
12;2018;772;101;1;1;533;549;541;P;1;1;1;4;4;6;49.8;24.2;43;;;;773;
12;2018;773;121;1;1;741;756;749;;1;1;1;4;4;6;;;;;;;764;
12;2018;774;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;776;101;1;1;396;381;389;;1;1;1;4;4;6;;;;;;;771;
12;2018;777;101;1;1;561;565;563;;1;1;1;4;4;6;;;;;;;776;
12;2018;778;121;1;1;423;407;415;;1;1;1;4;4;6;;;;;;;777;
12;2018;779;101;3;5;;;0;;;;;;;;;;;A3;;;;
12;2018;781;121;9;8;385;410;398;;;;;;;;2.1;;;P3;;;778;
12;2018;782;441;9;9;;;0;;;;;;;;;;;;;;;
12;2018;783;411;1;1;84;82;83;;3;3;3;5;6;4;;;;G13;F2;;785;
12;2018;784;101;3;5;;;0;;;;;;;;;;;A3;;;;
12;2018;785;411;1;1;135;139;137;;3;2;3;5;6;4;;;;G12;;;786;
12;2018;786;411;1;1;169;166;168;;3;3;3;5;6;4;;;;G13;;;792;
12;2018;787;411;1;1;180;192;186;;2;1;2;5;6;4;;;;F52;;;881;
12;2018;788;121;1;1;511;560;536;;1;3;2;5;5;6;;;;H1;;;787;
12;2018;789;121;1;1;453;526;490;;1;1;1;4;4;6;;;;;;;788;
12;2018;790;101;1;1;446;516;481;;1;2;1;5;4;6;;;;S4;;;789;
12;2018;791;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;792;411;1;1;327;355;341;;1;2;3;5;6;5;;;;;;;727;
12;2018;793;101;4;4;;;0;;;;;;;;;;;;;;;
12;2018;794;411;1;1;205;197;201;;2;2;2;5;6;4;;;;;;;790;
12;2018;795;411;1;1;158;160;159;;3;1;1;5;6;4;12.5;6.8;5;;;;794;
12;2018;796;121;1;1;830;830;830;;1;1;1;4;4;6;43.1;24.3;71;;;;695;
12;2018;797;121;1;1;610;659;635;;1;1;1;4;4;6;;;;;;;796;
12;2018;798;101;3;8;526;532;529;;;;;;;;2.1;;;H0;;;797;
12;2018;799;101;1;1;420;425;423;;1;1;1;4;4;6;;;;;;;798;
12;2018;800;411;1;1;103;107;105;;3;1;2;5;6;4;;;;;;;795;
12;2018;801;101;1;1;424;420;422;;1;2;1;5;4;6;;;;S02;;;800;
12;2018;802;101;1;1;425;412;419;;1;2;1;5;4;6;;;;S01;;;801;
12;2018;803;411;1;1;220;222;221;P;2;2;2;5;6;4;20.9;11.8;16;;;;805;
12;2018;804;101;9;8;300;302;301;;;;;;;;15.4;;;;;;802;
12;2018;805;411;1;1;119;125;122;;3;1;2;5;6;4;;;;;;;804;
12;2018;806;101;1;1;324;337;331;;1;1;2;5;5;6;;;;;;;803;
12;2018;807;121;1;1;950;950;950;P;1;1;1;4;4;6;43.6;29.2;75;;;;806;
12;2018;808;101;9;7;194;200;197;;;;;;;;;;;;;;811;
12;2018;809;121;1;1;328;379;354;;1;3;2;5;5;5;;;;;;;807;
12;2018;810;411;1;1;184;195;190;P;2;1;2;5;6;4;16.1;2.4;16;;;;809;
12;2018;811;101;1;1;626;679;653;;1;1;1;4;4;6;;;;;;;806;
12;2018;812;101;9;6;363;348;356;;;;;;;;;;;;;;810;
12;2018;813;101;1;1;449;426;438;;1;1;1;4;4;6;;;;;;;812;
12;2018;814;101;1;1;431;489;460;;1;1;1;4;4;6;;;;;;;813;
12;2018;815;121;1;1;680;689;685;;1;1;1;4;4;6;;;;;;;817;
12;2018;816;121;9;8;405;421;413;;;;;;;;27.5;;;;;;815;
12;2018;817;121;1;1;726;695;711;;1;2;1;5;5;6;;;;P2;;;814;
12;2018;818;411;1;1;110;111;111;;3;2;3;5;6;4;;;;;;;816;
12;2018;819;101;1;1;503;517;510;;1;1;1;4;4;6;;;;;;;818;
12;2018;820;121;1;1;506;507;507;;1;1;1;4;4;6;;;;;;;819;
12;2018;821;101;1;1;341;338;340;;1;1;2;4;4;6;;;;;;;820;
12;2018;822;411;1;1;160;164;162;;3;2;3;5;6;4;;;;F2;S02;;821;
12;2018;823;101;1;1;473;474;474;;1;1;1;4;4;6;;;;;;;824;
12;2018;824;411;1;1;115;112;114;;3;1;2;5;6;4;;;;F2;;;822;
12;2018;825;411;1;1;179;169;174;;3;1;1;5;6;4;;;;F2;;;823;
12;2018;826;121;4;4;;;0;;;;;;;;;;;;;;;
12;2018;827;101;9;7;226;225;226;;;;;;;;;;;;;;825;
12;2018;828;101;9;8;325;347;336;;;;;;;;2;;;P3;;;830;
12;2018;829;101;9;8;603;572;588;;;;;;;;3.2;;;P3;;;828;
12;2018;830;101;9;7;232;220;226;;;;;;;;;;;;;;833;
12;2018;831;411;1;1;136;144;140;;3;1;1;5;6;4;;;;;;;827;
12;2018;832;101;3;8;530;529;530;;;;;;;;;;;P3;;;831;
12;2018;833;101;1;1;326;331;329;;1;3;3;5;5;6;;;;G11;;;832;
12;2018;834;411;1;1;126;122;124;;3;3;3;5;6;4;;;;G13;;;829;
12;2018;835;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;836;101;9;8;337;359;348;;;;;;;;6.1;;;P3;;;834;
12;2018;837;411;1;1;176;179;178;;3;1;1;5;6;4;;;;;;;838;
12;2018;838;101;9;8;437;447;442;;;;;;;;6.8;;;P3;;;836;
12;2018;839;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;840;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;841;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;842;101;9;7;200;195;198;;;;;;;;;;;;;;843;
12;2018;843;411;1;1;121;120;121;;3;3;3;5;6;4;;;;F2;;;845;
12;2018;844;411;1;1;124;102;113;;2;1;2;5;6;4;;;;F4;;;842;
12;2018;845;411;1;1;164;166;165;;3;2;2;5;6;4;;;;F2;;;852;
12;2018;846;101;9;8;430;429;430;;;;;;;;2.2;;;P3;;;882;
12;2018;847;101;9;8;510;494;502;;;;;;;;5.7;;;P3;;;846;
12;2018;848;411;1;1;238;223;231;;2;1;2;5;6;4;;;;;;;849;
12;2018;849;101;9;8;432;424;428;;;;;;;;2.6;;;P3;;;855;
12;2018;850;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;851;101;3;6;201;259;230;;;;;;;;;;;;;;847;
12;2018;852;411;1;1;114;115;115;;3;1;1;5;6;4;;;;;;;837;
12;2018;853;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;854;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;855;411;1;1;129;117;123;;3;1;1;5;6;4;;;;;;;851;
12;2018;856;411;4;4;;;0;;;;;;;;;;;;;;;
12;2018;857;411;1;1;91;85;88;;3;2;3;5;6;4;;;;F2;G51;;7;
12;2018;858;411;1;1;65;62;64;;3;2;3;5;6;4;;;;F4;F2;;39;
12;2018;859;411;1;1;71;77;74;;3;2;3;5;6;4;;;;F4;F2;;53;
12;2018;861;411;1;1;69;67;68;;3;3;3;5;6;4;;;;F4;;;169;
12;2018;862;411;1;1;116;105;111;;3;2;2;5;6;4;;;;S01;;;182;
12;2018;863;121;3;8;355;356;356;;;;;;;;2.2;;;P3;;;244;
12;2018;868;101;1;1;492;485;489;;1;3;1;5;6;6;;;;H1;S4;;373;
12;2018;869;101;1;1;755;579;667;;1;2;1;5;5;6;;;;H1;;;391;
12;2018;870;411;1;1;109;110;110;;3;1;3;5;6;4;;;;F2;F4;;417;
12;2018;871;411;1;1;79;77;78;;3;3;3;5;6;4;;;;F2;G52;;482;
12;2018;872;411;1;1;64;63;64;;3;3;3;5;6;4;;;;G51;;;506;
12;2018;873;411;1;1;69;73;71;;3;3;3;5;6;4;;;;F4;F2;;519;
12;2018;875;411;1;1;101;112;107;;3;1;3;5;6;4;;;;G51;;;556;
12;2018;876;411;1;1;64;63;64;P;3;1;3;5;6;4;9.3;5.4;1;;;;610;
12;2018;878;411;1;1;68;65;67;;3;1;3;5;6;4;;;;F2;;;628;
12;2018;879;411;1;1;305;309;307;;2;1;1;5;6;4;;;;;;;692;
12;2018;880;411;1;1;67;66;67;;3;1;3;5;6;4;;;;F7;;;722;
12;2018;881;121;1;1;661;729;695;;1;1;1;4;4;6;;;;;;;781;
12;2018;882;411;1;1;119;148;134;;3;1;2;5;6;4;;;;F4;;;844;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
